,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
606752,21079,220.50138500278,-55.98647694559,5893284541417462400,0.6003,7.039,-6.411,-2.905,17.17918,0.002895,17.274189,0.007761,16.897547,0.011242,,,0.376642,0.095009,0.281633,,15085.5,11102.021,1.5332,2.3511572,,,1.1603894,O      
115044,15044,74.93779404712,44.27256704215,205398019138037760,0.1517,0.513,0.425,-0.288,16.504084,0.002803,16.959457,0.005367,15.867416,0.004729,,,1.092041,0.455374,0.636667,,9948.4,3717.7349,1.6455,27.27656,2.266,,0.68894786,B      
201417,15744,64.66063678337,19.40311541338,47849891343924224,1.2007,13.609,-2.211,-13.428,14.636639,0.00277,15.278988,0.003202,13.851411,0.003866,13.563652,0.077657,1.427577,0.642349,0.785228,,6029.8,760.465,1.3351,2.3990476,1.152,5.055,0.3756397,F      
176251,76251,14.40199289286,67.11759852708,526263721471938176,0.2305,0.933,-0.788,0.5,14.8701,0.002764,15.248035,0.00311,14.305,0.003838,,,0.943035,0.377935,0.5651,,10295.6,5003.5703,4.0674,104.31279,2.882,0.314,0.43214276,B      
394586,8913,60.08115492664,14.97320094912,39343072959824000,0.289,4.317,-0.961,-4.209,14.293136,0.002764,15.040891,0.00308,13.445847,0.003833,12.973962,0.075879,1.595044,0.747755,0.847289,,4980.1,2524.6235,6.8497,36.301888,2.503,0.621,0.08852112,K      
595192,9519,284.25751771527,-6.46741266229,4253711081486275328,0.2994,5.187,-1.782,-4.871,16.01782,0.002907,16.016006,0.004037,15.981774,0.006405,,,0.034232,-0.001814,0.036046,,19766.1,12866.428,2.0162,623.6796,,,1.5344168,O      
426931,41258,43.41026566738,30.79568822353,129425235989466752,6.7997,41.854,41.049,-8.167,12.683196,0.002768,13.360015,0.002902,11.893827,0.003803,11.611073,0.028249,1.466188,0.676819,0.789369,,4639.4,146.347,0.7081,0.21205577,0.739,8.794,0.7162099,K      
202947,17274,59.99290169516,19.64876050154,50451542014500480,0.7453,4.572,2.796,3.618,14.275298,0.002763,14.662443,0.003043,13.711991,0.003842,13.491152,0.059861,0.950452,0.387145,0.563307,,5860.7,1240.066,1.7418,3.4031367,1.148,6.207,0.48856768,F      
275240,89567,65.33870756809,34.94861605346,176109640711602432,1.5563,18.364,5.989,-17.36,12.872056,0.00277,13.330661,0.00292,12.24022,0.003802,12.046824,0.037114,1.090441,0.458605,0.631836,,5969.0,610.0874,1.8236,4.103244,1.205,5.183,0.33308947,F      
358672,72999,73.56577657978,42.28433250092,204929592825672832,2.435,8.729,-4.621,-7.406,13.531039,0.002772,13.954066,0.002964,12.903384,0.003861,12.694049,0.044924,1.050682,0.423027,0.627655,,5519.2,395.0365,0.8654,0.64911735,0.947,3.022,0.57863015,G      
207978,22305,48.07725747785,20.64343817251,60453249535058560,1.251,4.874,-0.271,-4.867,13.555586,0.002765,13.988011,0.003175,12.954006,0.003815,12.71894,0.069541,1.034005,0.432426,0.60158,,5769.6,766.559,1.6072,2.6269422,1.067,8.379,0.52256733,F      
330475,44802,71.55610182245,24.52248032262,147255844257187328,0.3838,2.657,0.313,-2.639,15.133883,0.002779,16.375751,0.00434,14.04102,0.003903,13.479219,0.092015,2.334731,1.241868,1.092863,,5926.5,2058.836,6.0836,49.294003,2.351,0.735,0.19712512,G      
451576,65903,73.45610708568,31.52793579877,160117308509758720,0.2789,3.206,1.396,-2.886,14.770051,0.002765,15.829085,0.003201,13.756473,0.003822,13.241035,0.059313,2.072613,1.059034,1.013578,,5225.1,2145.9612,6.549,51.689026,2.801,0.455,0.19683145,K      
499566,13893,168.72159884131,52.91246220724,842379911520756096,5.8683,85.674,-81.499,-26.419,15.149596,0.002775,16.254251,0.003889,14.102646,0.003925,13.606061,0.041974,2.151606,1.104655,1.04695,,3763.0,169.8461,0.5154,0.047767602,0.533,13.261,0.66260654,M      
140868,40868,1.36581577305,64.64026650851,432088179730510464,0.1195,1.784,-1.759,-0.3,16.603746,0.002812,17.066032,0.004971,15.960279,0.004603,,,1.105754,0.462286,0.643468,,9615.7,3897.9587,1.7037,23.08017,2.147,,0.6537342,B      
194019,8346,46.68253941994,14.62010786043,30641641015248384,0.7016,4.222,1.555,-3.925,14.105734,0.002771,14.465549,0.003099,13.568094,0.003854,13.351225,0.078508,0.897455,0.359816,0.53764,,6863.1,1289.1725,1.7152,6.4672227,1.49,1.612,0.4778428,F      
74246,74246,283.64217479926,74.6773145269,2268223326245909376,2.4948,16.039,0.874,16.015,10.561607,0.002763,10.704695,0.002853,10.304634,0.003793,10.200703,0.008198,0.400061,0.143087,0.256973,,7995.8,421.828,1.7466,9.859751,1.705,0.601,0.5565833,A      
445690,60017,77.48016646376,28.83507661316,155940401274072704,1.0485,16.296,9.239,-13.423,11.642255,0.002771,12.596005,0.002881,10.682086,0.003792,10.274925,0.006063,1.913919,0.95375,0.960169,,4688.3,958.838,11.7401,57.164078,3.002,0.377,0.10370676,K      
36461,36461,310.11646364077,19.13958752813,1814120591570422016,0.8252,1.112,0.694,0.868,12.00173,0.00277,12.06613,0.002849,11.88304,0.0038,11.824309,0.014169,0.183089,0.0644,0.11869,,9247.8,1239.2433,2.0704,24.921867,2.133,0.365,0.5944363,A      
537977,52304,353.20509820759,87.32804880698,2304404779285994112,6.6062,96.703,96.7,-0.756,14.221488,0.002779,15.263429,0.003413,13.193894,0.003913,12.769864,0.046091,2.069534,1.041941,1.027594,,4002.3,149.9372,0.641,0.09658712,0.628,11.899,0.65289164,M      
69636,69636,310.95743285232,61.27183888387,2195003960737423232,1.6542,8.059,-1.036,-7.992,10.956002,0.002774,11.071367,0.002993,10.700114,0.005257,10.652516,0.018945,0.371253,0.115365,0.255888,,8731.7,615.6783,1.9353,18.95548,1.985,0.484,0.6287711,A      
145301,45301,38.90694282199,56.62139223152,457760504929561344,0.3768,2.126,-0.395,-2.089,13.212351,0.002772,13.459329,0.002889,12.799606,0.00384,,,0.659722,0.246978,0.412745,,12707.4,2554.1707,3.1307,216.8114,3.566,,0.57293916,B      
69727,69727,314.37099106713,63.5580078639,2196834681957383296,1.3363,1.931,1.349,-1.382,13.197733,0.003422,13.602029,0.003306,12.505947,0.003968,12.236099,0.042411,1.096082,0.404296,0.691786,,7706.5,592.1814,1.3336,8.569495,1.645,0.71,0.6145749,A      
124690,24690,72.84929701798,52.74641489584,260962251564934144,0.159,0.169,0.157,0.062,16.102596,0.00279,16.452574,0.004168,15.574737,0.004265,,,0.877837,0.349978,0.52786,,9997.5,4573.8022,2.031,39.28751,2.385,0.277,0.524202,B      
570946,85273,269.84039133909,-33.68839316078,4042435111823213696,0.0719,6.155,-3.458,-5.091,15.066419,0.002932,16.659912,0.007907,13.865456,0.004735,13.093676,0.270418,2.794457,1.593494,1.200963,,5013.7,3608.6492,18.014,187.23253,3.599,0.233,0.04151054,M      
348999,63326,84.40816687893,38.60607471103,189712970371086336,2.7165,3.205,-3.177,-0.422,13.437635,0.002879,13.890539,0.003923,12.820098,0.004297,12.652555,0.033232,1.070441,0.452904,0.617538,,5530.3,366.6009,0.85,0.59069324,0.957,0.343,0.60646933,G      
16575,16575,3.87712879321,61.42775930337,429596445866922624,0.6016,4.471,-2.526,-3.689,14.460813,0.002762,14.876253,0.003043,13.866021,0.00385,13.49963,0.114505,1.010232,0.415441,0.594791,,7351.3,1732.9764,2.1086,9.30548,1.646,1.042,0.49505338,A      
166196,66196,26.33154044267,64.33537083031,512242302519024256,0.1465,1.459,-1.42,0.336,15.932047,0.002777,16.37237,0.00367,15.297572,0.00405,,,1.074798,0.440323,0.634475,,12127.2,3896.3926,2.0029,82.32882,2.982,,0.6806501,B      
247355,61682,43.96647574476,38.67348061629,143214967227881728,0.7024,5.864,4.855,-3.289,14.215114,0.002782,14.480425,0.003165,13.718914,0.004494,13.473998,0.149257,0.761511,0.265311,0.4962,,6168.0,1233.8309,1.475,3.3253138,1.252,3.664,0.3794247,F      
402022,16349,54.19390021163,20.28832575951,58128332199438592,0.7066,2.033,1.997,-0.38,14.607573,0.002776,15.094425,0.003081,13.951339,0.003866,13.554513,0.058787,1.143086,0.486853,0.656234,1.4804,5363.4,1108.5492,1.6356,2.948522,1.09,8.202,0.50361735,K      
127763,27763,66.97525574444,55.49610919847,277275598207059456,0.3175,0.426,0.405,-0.133,14.009501,0.002766,14.524941,0.003233,13.314749,0.003832,,,1.210193,0.51544,0.694753,,10310.4,2683.2617,4.0356,192.66687,3.271,0.269,0.45997047,B      
289015,3342,46.8607496071,9.5948817037,14861896809836672,0.9497,13.098,13.09,-0.465,14.343783,0.002771,14.783437,0.003751,13.73006,0.003946,13.363809,0.065922,1.053377,0.439653,0.613724,,5730.8,960.3057,1.4301,2.1653292,1.013,10.18,0.37510633,G      
257561,71888,74.06166342852,29.82443578244,156822454413725568,1.3275,1.806,-0.617,-1.697,13.981189,0.00276,14.535243,0.003072,13.267563,0.003832,12.944706,0.039069,1.26768,0.554054,0.713626,,5805.2,702.1572,1.485,2.3665795,1.039,9.185,0.51342374,F      
253192,67519,68.60674511622,27.76605092352,151929455871040512,1.6263,9.726,-9.08,-3.483,14.024957,0.00277,14.6903,0.003184,13.225902,0.003849,12.873938,0.048738,1.464398,0.665343,0.799055,,5656.5,589.8748,1.484,2.094661,0.999,10.846,0.49276933,F      
66417,66417,316.40160797965,50.96670840876,2169177360317924992,0.7044,4.45,-1.175,-4.292,14.962432,0.00277,15.679382,0.003228,14.131552,0.003901,13.785802,0.070254,1.547831,0.71695,0.83088,,7341.0,1251.1658,1.8251,10.590759,1.679,1.15,0.57215583,A      
442397,56724,73.53805634531,26.12217760026,153363420895251456,0.2176,2.838,1.527,-2.392,15.370656,0.002777,16.499134,0.004441,14.322476,0.004001,13.721456,0.122885,2.176658,1.128478,1.04818,,5190.7,1888.2102,4.804,15.127582,1.9,1.354,0.24238835,K      
206565,20892,54.27446894395,19.4685528039,57197252009115136,5.1754,48.695,48.396,5.393,9.558406,0.002764,9.856971,0.002809,9.085478,0.003788,8.891611,0.007087,0.771493,0.298565,0.472928,,6263.2,196.2289,1.995,5.3285446,1.395,2.819,0.43593413,F      
462627,76954,69.0625769501,32.08653165496,171757597593539584,0.9232,3.003,-1.455,-2.627,13.780205,0.002779,14.810076,0.003112,12.781747,0.003842,12.388515,0.04919,2.028329,1.029871,0.998458,,4826.3,855.1323,4.23,12.903368,1.304,4.534,0.17433386,K      
75764,75764,329.50609703274,5.94028857083,2697317737667726976,9.087,18.108,11.25,-14.19,7.201988,0.002789,7.26654,0.002867,7.061264,0.003819,7.00305,0.00541,0.205276,0.064552,0.140725,,8194.0,110.0766,1.7883,12.880643,1.806,0.607,0.55541277,A      
404966,19293,59.1881192772,23.13160863473,65436957788546560,0.615,6.372,4.046,-4.922,11.766621,0.002763,12.357389,0.002893,11.028751,0.003805,10.711565,0.012077,1.328638,0.590769,0.737869,,5792.6,1203.6643,7.2956,79.8225,2.775,0.455,0.1590774,K      
279590,93917,78.65512304596,31.56553630429,180571871215195136,0.9534,1.596,0.555,-1.496,14.691087,0.002788,15.101401,0.003355,14.099754,0.004054,13.681565,0.134657,1.001647,0.410315,0.591332,,5812.4,917.8418,1.114,1.5506814,0.998,9.157,0.5611517,F      
152773,52773,48.25068831847,63.48383213401,466911740205267072,0.3288,0.526,0.065,0.522,15.265285,0.002771,15.60653,0.005503,14.650383,0.004749,,,0.956147,0.341246,0.614902,,10474.6,3958.167,2.7602,41.423004,2.461,,0.48422945,B      
464084,78411,67.29608692526,33.55905534698,172911745501562880,0.2244,0.97,0.162,-0.957,14.17988,0.002764,14.965195,0.002968,13.308344,0.003894,12.91809,0.147094,1.656851,0.785315,0.871536,,5563.9,3146.989,8.5843,79.84209,2.689,0.503,0.21204217,K      
534391,48718,321.21239770672,57.56740179148,2179041903755348608,0.1159,3.365,-2.38,-2.378,15.682859,0.003113,16.374777,0.04444,14.240459,0.032698,12.872792,0.19031,2.134317,0.691917,1.4424,1.3064,5974.7,2027.8348,4.8096,24.307423,2.031,1.086,0.17646292,M      
609843,24170,182.00382918668,-62.04077908841,6057667611424091904,0.3853,7.395,-7.395,-0.057,16.710903,0.00283,17.5024,0.007219,15.765939,0.005814,,,1.736461,0.791496,0.944964,,15028.8,2525.5996,1.4069,87.394,,,1.2812423,O      
129853,29853,24.51168468668,56.51320510827,409764898231400320,0.2711,1.459,-1.308,-0.646,14.422434,0.002766,14.690554,0.002902,13.982112,0.003842,,,0.708442,0.26812,0.440322,,11046.7,4089.148,3.2352,93.62669,2.893,0.234,0.48948437,B      
480790,95117,80.1120988559,35.31338095441,183647686273832192,0.4491,2.113,1.246,-1.706,14.776429,0.00279,15.765564,0.004672,13.789851,0.003872,13.363839,0.09305,1.975713,0.989135,0.986578,,5185.2,1529.8463,4.3529,21.294437,2.051,1.087,0.25363216,K      
341525,55852,69.26077790933,37.16775984096,175443920781257856,1.3488,7.74,-2.061,-7.46,15.112531,0.002789,15.86883,0.003613,14.253696,0.004013,13.638351,0.179677,1.615133,0.756299,0.858834,,5849.4,670.1972,1.1095,1.4991016,1.019,7.56,0.4791204,G      
335318,49645,72.7178194853,33.37928225655,161643228786057088,0.7594,5.155,3.941,-3.322,15.038073,0.002763,15.792927,0.00344,14.181144,0.003842,13.874682,0.14391,1.611783,0.754854,0.856929,,6177.9,1472.7935,2.4294,5.464146,1.403,2.725,0.37084517,G      
192229,6556,37.04131338681,11.20724138229,24478912701119104,0.4948,3.212,3.195,0.328,13.838546,0.002783,14.133357,0.003087,13.378557,0.003843,13.183406,0.202719,0.7548,0.294811,0.459989,,6354.3,1904.4263,2.6333,10.036832,1.617,1.93,0.31482336,F      
476558,90885,77.86440705034,33.22754589691,181540884555383808,0.1049,8.774,3.842,-7.887,14.966606,0.003001,15.500309,0.003845,14.190406,0.003976,13.872431,0.215122,1.309903,0.533703,0.7762,,5437.0,1361.3492,2.0014,2.6559763,1.041,9.734,0.3000239,K      
111629,11629,76.70038027514,41.98852751526,201365177988408064,0.3428,1.861,-0.398,-1.818,15.28822,0.002812,15.478154,0.003235,14.948055,0.003919,,,0.530099,0.189934,0.340165,,9682.7,3687.495,1.7988,26.924803,2.198,0.253,0.57386905,B      
601251,15578,74.42683830706,-66.52420745445,4662149998704242944,0.0575,1.854,1.844,-0.186,14.201495,0.002785,14.099168,0.002907,14.368608,0.003846,,,-0.26944,-0.102327,-0.167112,,24526.8,11580.451,2.8885,,,,,O      
302067,16394,58.1953084223,24.90092728176,66693768298706432,1.383,11.626,11.224,-3.031,14.024047,0.002763,14.367072,0.002956,13.511214,0.003824,13.365414,0.069111,0.855858,0.343025,0.512833,,5769.3,700.2986,1.0031,1.0292805,0.996,5.072,0.5834483,G      
150733,50733,42.94681067514,60.01836217608,464552703651801600,0.1507,1.91,-1.81,0.61,16.132435,0.002776,16.782661,0.004908,15.322713,0.004053,,,1.459949,0.650227,0.809722,,9723.4,2286.7708,1.7161,103.62157,2.742,0.429,0.28553137,B      
589116,3443,0.08377480603,-33.24992516711,2313130542218587008,0.3661,21.617,15.379,-15.192,16.474659,0.002881,16.31113,0.005692,16.792944,0.007136,,,-0.481813,-0.163528,-0.318285,,19948.2,34218.145,3.0488,1488.0515,6.575,,1.4098233,O      
230160,44487,44.49860995986,29.18827684536,117040985552345344,1.6414,5.606,-4.277,-3.624,12.543817,0.002768,12.839353,0.002824,12.081287,0.003814,11.900192,0.022864,0.758065,0.295536,0.462529,,6546.8,595.0027,1.449,3.4601398,1.297,2.093,0.5170036,F      
168622,68622,36.95252779133,63.31559467722,514296808715454720,0.1194,0.926,-0.926,-0.026,16.50382,0.002779,17.04901,0.003856,15.779553,0.004232,,,1.269456,0.545189,0.724267,,9743.5,4788.0044,2.5021,53.05648,2.484,0.389,0.46561,B      
255558,69885,72.50122040365,28.51199903425,155123365351224192,1.6577,2.644,-1.707,-2.019,13.573295,0.00276,14.133087,0.002943,12.854069,0.003804,12.571794,0.047118,1.279018,0.559793,0.719226,,5905.7,573.4427,1.4658,2.4799404,1.082,7.372,0.50167716,F      
345482,59809,79.46393992831,35.19054783116,183809967318722048,1.6686,10.009,6.254,-7.815,13.500948,0.00276,13.993608,0.003083,12.842506,0.003861,12.474298,0.033873,1.151101,0.49266,0.658442,,5628.5,585.6199,1.3963,1.766013,0.965,12.122,0.53811264,G      
548092,62419,103.80478424333,-6.05337746403,3101055246297061888,0.1155,2.287,-1.955,1.186,15.593912,0.002851,16.93697,0.007388,14.465182,0.00402,13.834801,0.393668,2.471788,1.343058,1.12873,,6069.2,2267.0303,5.996,41.785282,2.379,0.697,0.2182012,M      
597532,11859,84.46966673443,-70.452624878,4657125127513052544,0.0648,2.102,1.972,0.727,16.996073,0.003239,17.004585,0.009417,16.669754,0.011303,,,0.334831,0.008512,0.326319,,19753.9,14224.049,1.8357,472.27698,,,1.5461599,O      
471577,85904,69.34411915701,39.61788061066,178941535988230912,3.1884,50.944,33.379,-38.486,12.198936,0.00276,12.783245,0.002848,11.470111,0.003789,11.174228,0.023803,1.313134,0.58431,0.728825,,5427.4,312.6024,1.5963,1.999918,0.97,12.537,0.5585059,K      
160121,60121,29.36583236253,61.34605202152,508266537191195904,0.348,2.563,-2.554,0.221,16.798258,0.002787,17.441372,0.005224,15.998021,0.004538,,,1.443351,0.643114,0.800237,,9675.4,3175.8005,1.6583,27.524927,2.207,0.28,0.6585587,B      
336252,50579,59.7566940332,26.76238903209,163539096070982656,0.93,22.316,16.908,-14.564,14.572032,0.002762,15.022248,0.003135,13.945733,0.003912,13.611501,0.093014,1.076515,0.450216,0.626299,,5761.6,1025.0883,1.3994,1.9279228,0.996,10.476,0.37736464,G      
591701,6028,264.28472324807,-27.01503417361,4061703705168689536,0.1992,0.439,0.04,-0.437,16.281174,0.002876,17.96632,0.011026,14.988656,0.005943,,,2.977664,1.685146,1.292518,,15011.3,1931.3374,3.367,521.1456,4.523,,0.84118706,O      
15582,15582,2.99914420529,58.34855371052,422884442774326272,1.2947,3.724,-0.64,-3.668,11.631564,0.002764,11.782073,0.002829,11.367085,0.003789,11.245636,0.016306,0.414989,0.150509,0.26448,,9167.4,734.7017,1.8156,19.712257,2.024,0.369,0.6201894,A      
508435,22762,243.13932024026,71.82374441315,1654057640165228160,5.1361,25.69,9.387,-23.913,14.994922,0.002773,16.072918,0.003535,13.961055,0.004033,13.460469,0.060244,2.111863,1.077996,1.033867,,3834.8,193.4461,0.6124,0.07436213,0.599,9.24,0.60821515,M      
384593,98920,58.00858839354,51.24987039769,251274970007884800,1.1621,3.852,-2.238,-3.135,14.868597,0.002768,15.457809,0.003213,14.129003,0.003918,13.83589,0.119268,1.328807,0.589212,0.739594,,5838.7,823.5789,1.1879,1.4768387,1.014,7.788,0.4467439,G      
363629,77956,80.67451151147,47.01979703057,212302746000401280,0.2047,1.823,0.72,-1.675,14.519259,0.002779,15.548989,0.003696,13.519093,0.003882,13.076575,0.079263,2.029897,1.029731,1.000166,,5352.5,2393.7148,7.7095,44.16391,2.496,0.622,0.19702066,G      
211677,26004,58.96916947918,25.70169417819,67127388196459136,1.1675,7.852,4.362,-6.529,14.23309,0.002763,14.614794,0.002975,13.676563,0.003855,13.396197,0.04419,0.938231,0.381703,0.556527,,5629.0,780.3199,1.1351,1.3120697,0.931,12.682,0.55062646,F      
522671,36998,294.3179986177,24.45162386709,2021204879340666752,0.1449,6.748,-2.86,-6.111,15.187306,0.002848,16.456907,0.049317,13.923953,0.00645,13.040056,0.138502,2.532954,1.269601,1.263353,,7764.9,2276.4724,7.9053,198.4764,3.335,0.271,0.2045219,M      
424534,38861,50.3154289697,31.72299110384,124294399337606016,2.1172,15.286,-4.722,-14.539,14.907053,0.002777,15.633846,0.003295,14.072304,0.003951,13.682717,0.108346,1.561543,0.726793,0.834749,,5334.8,424.0912,0.7762,0.5169266,0.893,4.576,0.6066017,K      
557465,71792,186.66778952183,2.12383612113,3700587016721378304,5.3121,75.327,-74.99,-7.119,14.444356,0.002771,15.371888,0.003317,13.488567,0.00384,13.040542,0.055374,1.883321,0.927532,0.955789,,3698.5,186.0628,0.6843,0.105524965,0.66,1.624,0.6462428,M      
411882,26209,37.0281708901,19.58844947304,86511949990949248,1.4948,12.376,6.824,-10.324,9.92977,0.002767,10.706542,0.002912,9.074698,0.003798,8.725192,0.013143,1.631844,0.776773,0.855071,,4384.1,646.6647,14.4091,70.94535,2.258,0.83,0.05111447,K      
114137,14137,72.28199028442,43.48258340153,204553972165834496,0.3071,1.335,-0.225,-1.316,14.707441,0.002789,14.902036,0.002983,14.367444,0.003878,,,0.534592,0.194594,0.339997,,12081.7,2830.894,1.5918,54.397522,,,0.98573846,B      
380171,94498,57.02083348501,42.92425487021,243354053881952512,0.777,6.442,-6.129,-1.984,14.413877,0.002765,14.878584,0.003139,13.775101,0.003855,13.499077,0.086787,1.103483,0.464707,0.638776,,6242.4,1055.3112,1.5175,4.1628327,1.319,3.242,0.4825329,G      
293935,8262,56.67839328165,14.05970632304,38205593820805760,2.0167,13.106,6.817,-11.193,14.488441,0.002765,15.080019,0.003476,13.750916,0.003911,13.650237,0.175134,1.329104,0.591578,0.737526,,5333.7,457.3182,0.8404,0.5811916,0.858,11.226,0.60153854,G      
167683,67683,23.25611309614,64.84513687412,513171183685822464,0.139,2.339,-2.25,0.641,16.87019,0.002816,17.443327,0.005674,16.13714,0.004686,,,1.306187,0.573137,0.733049,,9831.5,4504.6,2.0502,37.1165,2.34,0.309,0.50793517,B      
466059,80386,71.09016184193,36.42387659403,174467378359304704,0.3632,3.471,1.866,-2.927,13.987418,0.002762,15.004778,0.002976,12.989603,0.003805,12.502597,0.036381,2.015175,1.01736,0.997815,,5804.3,2144.0066,8.4133,85.480095,2.978,0.377,0.14452274,K      
418723,33050,46.90891697486,24.12037709093,111528553942582912,2.2158,5.901,1.829,5.61,14.994804,0.002777,15.630335,0.00386,14.235231,0.004025,13.826688,0.101997,1.395104,0.635531,0.759573,,4691.9,429.6733,0.7071,0.233511,0.74,11.312,0.6453108,K      
127623,27623,64.48482296199,56.2043561522,276850194589981824,-0.3643,1.18,-0.045,-1.179,14.291255,0.00279,14.57865,0.002863,13.80315,0.003832,,,0.775499,0.287395,0.488105,,15003.8,10248.722,7.742,,,,,B      
295473,9800,55.97709498929,18.61804725404,44967899569139328,1.3093,17.729,17.06,-4.823,13.947572,0.002763,14.459453,0.003054,13.27285,0.003805,12.996548,0.068602,1.186603,0.511881,0.674722,,5762.5,737.8577,1.4553,2.0633433,1.016,9.731,0.37731534,G      
156657,56657,51.81412973471,64.63296439477,491048872292575488,0.0965,0.081,-0.059,-0.055,16.301132,0.002778,16.703018,0.005922,15.633171,0.005157,,,1.069847,0.401886,0.667961,,10561.5,4026.0276,1.8831,40.225056,2.464,,0.58881813,B      
325009,39336,44.55087285058,32.5013761138,136387755933170816,1.2553,11.271,7.873,-8.066,14.634702,0.002769,15.077656,0.003217,14.0257,0.003916,13.833026,0.12581,1.051956,0.442954,0.609002,,5599.0,746.3154,0.9725,0.8868878,0.91,10.578,0.56805533,G      
324883,39210,45.91373312933,33.28624290105,136075185392808064,1.3621,15.436,15.436,0.081,13.88914,0.002763,14.318498,0.002941,13.291884,0.003941,12.942073,0.066204,1.026613,0.429358,0.597256,,5816.8,694.4099,1.2267,1.6402919,0.999,9.363,0.44358307,G      
609748,24075,185.19819457632,-62.80121947053,6054605093589019392,0.2489,8.279,-8.278,-0.113,15.700245,0.002789,16.998547,0.003886,14.550968,0.004162,,,2.447578,1.298302,1.149277,,15023.3,2454.0547,3.8049,971.0674,5.065,,0.6516687,O      
279218,93545,78.87230022063,31.3033340986,180374096561447552,0.9117,3.949,3.204,2.309,14.227109,0.002764,14.63051,0.002927,13.644495,0.003827,13.374251,0.076345,0.986015,0.403401,0.582614,,6417.1,970.9645,1.3668,3.3693602,1.274,2.699,0.50887156,F      
341591,55918,70.46846799835,38.12972738043,175608194689821952,2.0616,22.088,14.98,-16.232,14.086251,0.002761,14.89103,0.003021,13.199089,0.003816,12.831997,0.035207,1.691941,0.804779,0.887162,,5926.0,513.4367,1.4448,2.0024316,1.052,7.522,0.36055145,G      
141354,41354,46.76233017171,51.84105362117,440116156500542848,0.2737,1.352,-0.451,-1.275,15.648136,0.002806,16.171007,0.00509,14.855192,0.007058,,,1.315815,0.522871,0.792944,,11575.1,2135.9463,1.5571,39.604115,,,0.7601396,B      
448156,62483,74.92964779032,31.12265422929,157415537858195712,0.6511,3.025,2.309,-1.955,12.133946,0.002761,13.143927,0.002882,11.144011,0.003795,10.694253,0.008127,1.999916,1.00998,0.989936,,4960.4,1668.46,16.7821,127.950165,2.998,0.378,0.10731153,K      
381040,95367,57.54248472452,46.06736109664,244998270443039872,1.0994,2.68,-0.446,-2.643,14.563667,0.002764,15.060364,0.00303,13.899151,0.003857,13.6542,0.063354,1.161213,0.496696,0.664516,,5963.3,804.2763,1.151,1.7321995,1.023,8.321,0.4735643,G      
220458,34785,26.0879801759,16.37136072943,91292214231600384,1.1423,20.515,20.016,-4.494,13.345071,0.002771,13.640509,0.002888,12.881894,0.003823,12.626589,0.037794,0.758615,0.295438,0.463177,,6266.7,840.8372,1.4821,3.1049495,1.24,3.336,0.49572182,F      
51867,51867,343.58060448335,57.78056905571,2013131921326512000,0.7935,7.281,-5.217,-5.078,12.357891,0.00277,12.739384,0.002935,11.794447,0.003836,11.55483,0.018369,0.944937,0.381493,0.563444,,7403.0,2135.0903,6.3543,40.404503,2.241,0.757,0.28419462,A      
1232,1232,45.47155692467,38.87823332466,142807632529035136,5.6701,14.961,-14.917,1.141,6.595145,0.002769,6.704436,0.00288,6.370699,0.003966,6.293499,0.007198,0.333736,0.109291,0.224445,,7429.7,177.268,4.5395,54.635757,2.404,0.659,0.2457923,A      
60771,60771,298.81155695085,40.55349918181,2073599494591115904,1.8255,11.996,-6.13,-10.312,10.180911,0.002777,10.271493,0.002876,10.004129,0.0038,9.911913,0.008511,0.267364,0.090582,0.176782,,9541.5,585.8552,2.388,38.33874,2.327,0.396,0.6096136,A      
279378,93705,78.50181084689,31.17075560629,180463053923342976,1.4866,6.985,1.228,-6.876,12.985104,0.002767,13.347204,0.002862,12.448371,0.003819,12.221752,0.029337,0.898833,0.362101,0.536733,,6594.9,635.0756,1.4362,3.846272,1.327,2.009,0.5175682,F      
296791,11118,59.20811265754,19.66865350777,51237589749292672,0.2906,0.612,-0.12,-0.6,14.904987,0.002765,15.507269,0.003268,14.157918,0.003929,13.795259,0.134365,1.349351,0.602282,0.747069,,5375.0,4811.799,7.3467,15.72349,1.843,1.469,0.18943927,G      
248588,62915,68.75771595109,20.62012392384,144300082125929344,0.9027,3.99,0.126,-3.988,14.750718,0.002769,15.33222,0.0033,14.013308,0.004012,13.42249,0.084345,1.318913,0.581502,0.737411,,5745.3,1404.7012,2.1823,2.571476,1.05,9.084,0.30925202,F      
5381,5381,80.28113375552,44.23352565593,207670739733996416,1.2695,7.116,-6.78,-2.16,11.543393,0.002777,11.745892,0.002883,11.201542,0.00382,11.051386,0.007218,0.54435,0.202498,0.341851,,7557.0,797.2581,2.4035,15.580432,1.82,1.044,0.45448557,A      
589843,4170,207.4789557521,-5.10338734408,3632871114927065984,1.2943,10.441,-6.712,7.998,17.185865,0.005543,17.012533,0.012066,17.095312,0.008902,,,-0.082779,-0.173332,0.090553,,23832.2,33586.96,2.382,,,,,O      
