,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
567660,81987,268.77329509565,-34.77515930698,4040781446346373888,0.5963,2.316,-0.442,-2.274,10.280065,0.002799,11.801582,0.003367,9.090662,0.00387,8.545981,0.004289,2.71092,1.521518,1.189403,,3852.7,2021.6091,104.7043,887.418,1.918,1.357,0.01223386,M      
103412,3412,81.7816733738,38.17046436508,184621746201003904,0.1983,0.091,-0.067,-0.061,16.311075,0.002845,16.81087,0.006538,15.624432,0.004623,,,1.186438,0.499794,0.686644,,10180.6,3292.8445,1.7212,27.675095,2.261,,0.60782415,B      
77066,77066,91.78242038306,-27.26590634629,2910114087076127744,1.0875,5.336,-4.725,2.479,9.467803,0.002768,9.51111,0.002842,9.360383,0.003806,9.29338,0.006352,0.150727,0.043307,0.10742,,9209.8,844.002,4.4415,152.13345,3.024,0.344,0.37996563,A      
61851,61851,304.74674668657,43.40067666651,2080850464517924224,1.2267,11.477,-4.528,-10.546,10.883032,0.002785,11.082088,0.00314,10.542223,0.004008,10.412459,0.00737,0.539866,0.199057,0.340809,,7093.5,845.7543,3.5098,25.17714,2.007,1.03,0.41669554,A      
156810,56810,70.04316944904,68.61517700289,495872567241451392,0.2207,3.207,0.181,-3.202,14.423296,0.002817,14.526726,0.003351,14.237994,0.004044,,,0.288732,0.10343,0.185302,,12079.0,4125.3936,2.1664,87.72858,3.011,,0.6528909,B      
98889,98889,94.965990274,3.79116050171,3125329473738557952,0.6176,3.563,-0.396,-3.541,14.766057,0.004974,15.371282,0.012523,14.003168,0.014055,13.73575,0.174477,1.368114,0.605225,0.762889,,7987.5,1274.0332,1.7373,16.013157,1.861,0.802,0.54838264,A      
67193,67193,326.73838843874,52.29094947947,2173136736058182016,0.5255,6.893,-4.114,-5.531,14.354679,0.002767,14.801374,0.003045,13.728531,0.003848,13.49254,0.05212,1.072843,0.446694,0.626148,,6871.4,2428.6904,3.3194,14.740348,1.787,1.204,0.22204874,A      
197134,11461,59.32021343937,13.82655196395,38758098414004736,0.9882,9.683,4.247,-8.702,14.534977,0.002767,14.995161,0.003171,13.901511,0.00391,13.75788,0.126452,1.09365,0.460184,0.633466,,5947.5,959.3535,1.3398,2.0578172,1.055,7.578,0.3806946,F      
233043,47370,50.27077790522,30.16021463921,122364618991673600,0.8059,2.805,-0.205,-2.798,14.427092,0.00277,14.898853,0.003196,13.78196,0.003872,13.481,0.12637,1.116894,0.471762,0.645132,,6777.1,1442.271,1.9868,5.1261663,1.423,1.618,0.43777254,F      
118850,18850,65.12033025287,45.69757552669,232963840798806912,0.4419,2.124,0.997,-1.876,12.968878,0.002769,13.276124,0.002944,12.476744,0.003894,,,0.79938,0.307246,0.492134,,11577.5,1592.8623,2.5214,193.46637,3.368,0.206,0.8279846,B      
255996,70323,76.00850295614,28.54143272897,155513451460371456,1.013,3.291,-0.639,3.228,14.917757,0.002766,15.520059,0.003523,14.161084,0.003916,13.956821,0.157572,1.358975,0.602302,0.756673,,6144.8,833.4515,1.2017,2.381095,1.165,4.169,0.41191226,F      
385863,190,45.72356337892,2.50965386888,951872127556480,1.364,8.444,-6.641,-5.214,10.875713,0.002763,11.358978,0.0029,10.225559,0.003815,9.979019,0.012209,1.133419,0.483265,0.650154,,5225.6,658.4596,5.4415,23.589922,2.15,0.949,0.19455324,K      
346708,61035,75.45234501709,35.96226983843,186029434617770368,1.3347,9.983,8.143,-5.774,14.369175,0.002766,15.130402,0.003098,13.511009,0.003838,13.096151,0.050159,1.619392,0.761227,0.858166,,5391.4,684.7807,1.712,2.5004203,1.033,10.033,0.50573665,G      
398987,13314,60.33647176752,20.20884094191,50611589676432256,0.1693,1.455,-0.298,-1.424,14.496449,0.002762,15.116807,0.003104,13.736733,0.003877,13.362542,0.088853,1.380074,0.620358,0.759715,,5618.3,2814.1284,5.1416,51.28836,2.503,0.62,0.16781352,K      
47923,47923,348.53821953056,49.58703641013,1990808674181458688,0.9015,2.943,-2.153,-2.007,11.777025,0.002763,11.914694,0.002851,11.534122,0.003809,11.419201,0.017999,0.380572,0.137669,0.242904,,7997.7,1116.514,2.604,21.799988,1.978,0.834,0.47324684,A      
502381,16708,111.43513456552,65.06872349663,1089685983850035328,6.9721,40.154,40.15,0.6,14.890125,0.002771,16.09834,0.003452,13.801127,0.003813,13.240814,0.033343,2.297213,1.208214,1.088999,,3686.4,141.364,0.5321,0.04914502,0.539,10.77,0.65322846,M      
514898,29225,299.79018296287,24.45104134175,1834306972240243840,0.1723,5.873,-2.928,-5.091,14.564855,0.003115,17.37268,0.011625,13.121869,0.005345,12.517983,0.049244,4.250812,2.807826,1.442986,,3674.4,3078.284,61.093,440.01187,1.923,1.345,0.01079365,M      
162294,62294,24.02896221934,60.81729842877,509915254880571136,0.4216,1.853,-1.79,-0.48,14.077009,0.002769,14.295676,0.002887,13.702298,0.003829,,,0.593378,0.218667,0.374711,,9918.2,2707.8499,2.4148,34.510277,2.327,0.25,0.51290405,B      
35503,35503,332.44596253155,16.38502655383,1774891592939789824,0.928,9.406,-6.015,-7.231,11.948483,0.002777,12.068444,0.003008,11.730369,0.003824,11.641725,0.017484,0.338076,0.119961,0.218115,,7770.5,1115.9834,2.3292,15.040987,1.82,0.935,0.4828007,A      
601369,15696,75.05974569546,-65.9076223477,4662242044112486656,-0.0852,1.952,1.934,-0.262,15.483542,0.003191,15.292027,0.004418,15.603253,0.005452,,,-0.311226,-0.191515,-0.119711,,19648.1,16817.443,2.6054,,,,,O      
210080,24407,54.79485166265,22.9350777377,64712242185550976,1.3271,12.743,4.119,-12.059,13.877699,0.002766,14.352104,0.003241,13.2342,0.003864,13.00699,0.043888,1.117905,0.474405,0.643499,,5892.7,668.3737,1.2868,2.1371388,1.047,8.265,0.3963481,F      
360090,74417,75.46314000515,45.89255442899,206689189385502720,3.8848,57.01,40.327,-40.297,12.109634,0.002764,12.494051,0.002865,11.541593,0.003878,11.313892,0.036387,0.952458,0.384417,0.568042,,5716.0,252.0336,0.9258,0.84597105,0.999,2.672,0.69030595,G      
177736,77736,49.08480627395,69.08917846717,541159630123211392,1.0441,2.857,-2.689,0.963,10.953641,0.00299,11.092535,0.002837,10.571504,0.003802,10.43057,0.00716,0.521031,0.138894,0.382137,,10485.5,669.6272,2.3287,114.46194,2.949,0.294,0.5868108,B      
78900,78900,108.90796499448,-18.38551489666,2931593119747959168,0.5576,1.407,0.227,1.389,14.268799,0.002766,14.540767,0.002926,13.837657,0.003846,13.717999,0.122826,0.70311,0.271968,0.431142,,7172.8,1651.7512,1.6803,7.0434093,1.544,1.154,0.45428336,A      
343357,57684,66.70934022221,39.60508778455,179867324779515008,0.6187,6.018,0.783,-5.966,14.287665,0.002832,14.858173,0.003632,13.532917,0.003835,13.095295,0.115047,1.325256,0.570508,0.754748,,5292.5,2427.4587,5.1334,7.3674083,1.468,2.914,0.14871804,G      
450908,65235,70.97206403154,31.49002358006,159562643547930112,2.5451,9.79,2.578,-9.444,14.951717,0.002781,15.97417,0.004006,13.949966,0.003904,13.442504,0.063764,2.024204,1.022452,1.001752,,5819.0,373.4615,0.932,0.93296885,0.998,3.914,0.5467815,K      
398572,12899,59.35721286495,17.68864533088,49602753397402496,0.3568,6.151,-1.372,-5.996,15.181098,0.002774,16.011042,0.003716,14.283635,0.003929,13.92588,0.113425,1.727407,0.829944,0.897463,,5267.1,2420.2441,4.5928,15.444543,1.752,1.722,0.23123258,K      
290682,5009,37.68334737634,9.48851278791,23401837982543232,1.5521,1.331,0.827,-1.042,14.427959,0.002765,14.875543,0.003111,13.819366,0.003985,13.605907,0.184404,1.056176,0.447584,0.608592,,5419.5,606.4553,0.8866,0.656376,0.877,10.328,0.5930231,G      
536817,51144,355.01682664316,75.04416961363,2232217412814067456,5.782,64.203,61.946,16.877,15.248155,0.002789,16.3635,0.004561,14.197186,0.00398,13.675367,0.06289,2.166314,1.115346,1.050968,,3749.0,172.7965,0.5082,0.045584444,0.526,11.339,0.6338141,M      
368333,82660,51.34724428388,35.89997142445,222196048546877312,0.939,13.255,11.616,-6.386,14.729459,0.002771,15.174891,0.003414,14.108576,0.003975,13.843708,0.094632,1.066316,0.445433,0.620883,,5807.2,939.0633,1.1698,1.6540487,1.0,9.353,0.46259373,G      
20010,20010,51.48376124143,60.26336738955,462319836051810176,1.5196,2.254,-2.233,-0.309,12.362556,0.00276,12.743572,0.002861,11.810631,0.003794,11.563137,0.029542,0.932941,0.381016,0.551926,,6606.1,569.5562,1.7588,6.753343,1.487,1.99,0.4357919,A      
299709,14036,48.3640720274,20.97795457152,60500356736338944,1.0625,4.682,3.204,-3.414,14.06698,0.002768,14.433261,0.00312,13.525233,0.004142,13.221725,0.053825,0.908028,0.366281,0.541747,,6426.5,894.6546,1.2595,2.5536773,1.246,1.645,0.5410991,G      
82902,82902,92.27725260376,-6.77402758999,3018238346861118848,1.5211,1.467,-1.464,-0.091,11.029752,0.00277,11.140393,0.002849,10.817625,0.003806,10.719589,0.009769,0.322768,0.110641,0.212127,,9312.9,743.2889,2.2043,25.314417,2.145,0.351,0.52463275,A      
92205,92205,121.39779709044,-5.38340032386,3067422766149910528,1.2454,3.975,-3.175,-2.391,12.040606,0.002784,12.200038,0.003009,11.758225,0.003841,11.627125,0.010025,0.441813,0.159432,0.282381,,7228.4,828.2581,1.8545,7.6943502,1.572,1.148,0.5033811,A      
245569,59896,43.01510846161,36.97489613756,141470626390016896,0.6007,3.4,-3.235,-1.047,14.46203,0.002774,14.758463,0.003014,14.002769,0.003976,13.672681,0.080742,0.755694,0.296433,0.459262,,6317.1,1406.9532,1.4382,3.5357754,1.277,3.113,0.5115209,F      
139492,39492,3.60260451448,63.37051829717,431440498667877760,0.3476,2.649,-2.374,-1.174,12.084356,0.002765,12.246911,0.00288,11.784774,0.003821,,,0.462137,0.162555,0.299582,,16020.0,3442.4348,5.3682,1012.60583,5.267,,0.61730564,B      
311357,25684,27.52123361666,21.07139299838,97228546229545984,0.834,5.904,5.83,-0.929,14.605729,0.002768,14.982948,0.003147,14.064351,0.004089,13.803872,0.144546,0.918597,0.377219,0.541378,,5934.0,1126.603,1.2573,1.7133663,0.996,9.833,0.49870598,G      
215944,30271,31.14546297952,12.79276024728,76628573112249088,1.4248,3.708,-1.36,-3.45,12.398115,0.002771,12.727512,0.002857,11.898532,0.003828,11.694362,0.03318,0.82898,0.329397,0.499583,,5882.8,695.8207,2.0708,4.53841,1.232,4.925,0.31986973,F      
337651,51978,58.79364737755,28.23876145038,166760836938659072,2.6473,27.029,-23.677,-13.036,11.765633,0.002763,12.161389,0.002879,11.197033,0.003791,10.97574,0.011955,0.964356,0.395757,0.5686,,5444.4,351.044,1.6589,2.4340875,1.029,10.096,0.5052134,G      
178831,78831,117.43412681507,38.02211025032,920001859028616064,2.3053,3.689,-3.521,-1.101,8.03971,0.002852,8.032263,0.003224,8.01362,0.004253,7.98348,0.006902,0.018642,-0.007447,0.02609,,9998.5,466.17,4.1866,170.72754,3.237,0.243,0.4639786,B      
346104,60431,76.61794104105,33.96804539436,184816054818545792,0.2197,0.943,0.747,-0.576,14.94978,0.002781,15.755651,0.003593,14.060571,0.003937,13.687523,0.070655,1.69508,0.80587,0.88921,,6603.5,1949.4955,3.4196,21.395668,1.928,1.199,0.326076,G      
557909,72236,198.63492920435,15.5782080983,3744538619651330048,5.1101,19.61,-7.999,-17.904,15.202881,0.002782,16.31424,0.004312,14.152809,0.003857,13.620183,0.064874,2.16143,1.111359,1.050072,,3758.8,198.672,0.5929,0.061079513,0.566,13.462,0.61147624,M      
315442,29769,43.3974740809,21.59732114749,109335814223226240,8.282,81.823,60.76,-54.801,10.107716,0.002775,10.428224,0.003021,9.6184,0.003823,9.432566,0.008692,0.809824,0.320508,0.489316,,5704.9,120.0765,1.0115,0.9845367,0.966,6.962,0.5329439,G      
132129,32129,14.18311532282,57.8253624138,424339027936951680,0.2098,2.961,-2.314,-1.848,14.995391,0.002778,15.176152,0.003082,14.681267,0.003908,,,0.494885,0.180761,0.314124,,9937.5,3914.329,2.1008,46.741142,2.451,0.33,0.5220262,B      
85925,85925,116.70935060146,-12.41627707976,3036664718637564288,0.8184,3.581,-3.58,0.058,11.796669,0.002772,11.867794,0.002861,11.661903,0.003806,11.609255,0.017704,0.205891,0.071125,0.134766,,8842.0,1378.2795,2.5977,26.430931,2.114,0.543,0.564518,A      
201111,15438,65.17416293107,17.71109017306,47352121813989632,1.337,3.692,-1.742,-3.256,14.041791,0.002765,14.604739,0.003085,13.315269,0.003872,13.063541,0.128804,1.28947,0.562948,0.726522,,7041.9,738.6095,1.4091,4.2298026,1.446,0.227,0.5085103,F      
326397,40724,47.15463128329,36.91839951957,139357571199581696,1.8023,3.488,-1.338,-3.221,13.976337,0.002763,14.388948,0.003147,13.39294,0.003871,13.160266,0.063282,0.996009,0.412611,0.583398,,5712.3,519.2353,0.8581,0.77373827,1.015,0.351,0.5715954,G      
349134,63461,85.18796939288,38.05437379423,189997950041802880,1.4565,5.925,2.382,-5.425,13.947368,0.002818,14.46123,0.002987,13.245284,0.003817,12.915783,0.042624,1.215946,0.513863,0.702084,,5765.1,1388.7777,2.8117,1.62752,0.949,13.179,0.7089759,G      
428507,42834,38.7480379428,31.81269896293,133258545839759488,0.9822,5.658,4.088,-3.912,13.877921,0.002765,14.31987,0.002978,13.27352,0.003835,13.005219,0.054602,1.046351,0.441949,0.604402,,5194.1,1035.4812,2.0178,2.3901038,1.015,10.77,0.29570663,K      
144185,44185,40.09269465097,55.63384922236,454610468532420224,1.29,7.504,-7.439,-0.982,11.560688,0.002784,11.752886,0.003648,11.030794,0.00477,10.821614,0.013099,0.722092,0.192198,0.529894,,10355.3,713.1363,2.2148,55.961914,2.575,0.273,0.78930014,B      
424553,38880,51.24675957614,32.14686539054,124319443290960512,0.207,1.906,0.142,-1.901,14.412117,0.002772,15.182606,0.003583,13.547797,0.003912,13.192292,0.068564,1.634809,0.770489,0.86432,,5483.4,2595.691,6.2847,73.060585,2.601,0.556,0.19873099,K      
330361,44688,70.07964708579,23.79588354589,146862597051778048,0.9855,14.021,8.304,-11.297,15.175775,0.002778,15.913014,0.00487,14.322662,0.004003,13.930081,0.078843,1.590352,0.73724,0.853112,,5365.8,800.2245,1.385,2.078455,0.975,12.294,0.48413962,G      
524251,38578,292.84573835633,28.1518297244,2026125159503379968,0.2404,4.637,-1.227,-4.471,11.832355,0.002778,13.196005,0.003153,10.694517,0.003838,10.17372,0.009327,2.501488,1.36365,1.137837,,3866.8,4819.0264,86.5098,1004.8716,1.96,1.271,0.03189642,M      
153773,53773,60.05428154082,55.26836536504,468473562114297984,0.2003,0.108,-0.012,-0.107,15.913137,0.002777,16.447166,0.0041,15.205119,0.004133,,,1.242047,0.534029,0.708018,,10365.1,3294.13,2.1428,48.412014,2.514,0.25,0.53872204,B      
284498,98825,83.77187083273,35.62054413782,183156685614223488,0.8188,6.956,3.529,-5.995,13.94649,0.002766,14.441513,0.003203,13.281755,0.003841,12.989985,0.08881,1.159758,0.495023,0.664735,,6986.5,1115.3832,1.9368,8.883403,1.601,1.429,0.5110582,F      
246038,60365,45.22375901662,36.68642239138,141978394603065856,1.5301,5.788,-4.772,-3.276,13.494559,0.002782,13.8562,0.003106,12.960829,0.003876,12.759394,0.032655,0.895371,0.361641,0.533731,,5783.5,630.4531,1.1976,1.4789487,0.984,9.649,0.56461066,F      
351728,66055,82.16191152891,41.49062416451,194521134719590528,1.4275,10.5,1.707,-10.361,14.351837,0.002768,14.731154,0.002962,13.803643,0.00388,13.661231,0.269929,0.927511,0.379317,0.548194,,5525.7,724.4187,0.9726,0.70793915,0.917,7.231,0.6033328,G      
91461,91461,112.92064993486,-4.30170072685,3060235258641204224,0.719,3.614,-2.04,-2.983,13.607043,0.002803,13.787134,0.00352,13.303232,0.00391,13.098136,0.048544,0.483902,0.180091,0.303811,,7294.8,1516.619,1.7082,5.790455,1.52,0.543,0.54614365,A      
6422,6422,67.21244177897,41.66769479054,228174883543047808,3.1691,11.444,4.737,-10.418,9.761812,0.002994,9.890167,0.002809,9.467976,0.003796,9.33244,0.007266,0.422192,0.128355,0.293837,,7626.0,351.6224,2.2095,11.453145,1.722,0.983,0.46717352,A      
469632,83959,62.95672173636,36.09874414889,177259042684118912,0.548,0.565,-0.018,0.565,13.778952,0.003496,14.572956,0.007958,12.904319,0.006898,12.525287,0.022721,1.668637,0.794004,0.874633,,4975.3,1617.5599,5.7563,20.002699,2.203,0.888,0.16150138,K      
171544,71544,28.9190094365,65.96788519618,518451210319701632,0.2474,1.253,-1.105,0.591,15.858315,0.002803,16.588543,0.004276,14.99074,0.004019,,,1.597803,0.730228,0.867576,,9937.8,1701.9724,1.5403,24.560205,2.215,,0.7587563,B      
584701,99028,265.4849761304,-34.06161684069,4053445312072453504,0.1773,9.333,-5.518,-7.528,15.719218,0.002843,18.031551,0.012833,14.321172,0.004217,13.177906,0.097888,3.71038,2.312333,1.398047,,5096.1,1405.8707,10.9722,261.73563,2.015,1.161,0.02506623,M      
293546,7873,56.67495474183,10.26250305022,36079310131508608,1.1238,38.751,10.006,-37.436,14.260868,0.002763,14.695194,0.003018,13.651275,0.003837,13.512457,0.096602,1.04392,0.434326,0.609593,,5867.3,897.095,1.3639,1.7970997,1.018,8.912,0.37529892,G      
300074,14401,53.05594460964,22.30523952631,61572449293908736,1.5134,14.329,11.563,-8.463,13.920518,0.002761,14.412459,0.00308,13.260571,0.003843,13.060622,0.069086,1.151889,0.491941,0.659947,,5859.2,631.0629,1.2205,1.6443703,1.013,8.609,0.4430924,G      
425270,39597,48.75085791141,33.28353831142,125472216809769728,0.005,1.815,0.707,-1.672,14.344731,0.002829,15.084203,0.003388,13.503869,0.003888,13.14148,0.179358,1.580334,0.739471,0.840862,,4745.0,4122.0977,10.8707,1296.7382,3.281,0.3,0.14184876,K      
10811,10811,32.89109251425,33.17412077239,325655587297694080,3.1737,14.118,12.926,-5.678,9.867456,0.002803,10.023162,0.003008,9.588179,0.003853,9.461403,0.004262,0.434983,0.155705,0.279278,,7810.4,322.7527,1.8979,11.412817,1.736,0.834,0.51767415,A      
573508,87835,268.12988262064,-31.87075280225,4043631930251886592,0.1128,8.513,-0.183,-8.511,14.652953,0.004132,17.25016,0.021696,13.228204,0.009504,12.572916,0.067212,4.021956,2.597207,1.424749,,3668.9,3838.112,62.3879,457.25427,1.923,1.345,0.01137826,M      
444905,59232,76.21490111637,28.33375192179,155492595099186304,0.3565,2.485,1.372,-2.072,14.256787,0.002768,15.284413,0.003278,13.255465,0.003837,12.773274,0.03512,2.028949,1.027626,1.001323,,5479.8,3272.053,11.6828,67.85656,2.674,0.503,0.18694976,K      
69903,69903,334.91819612105,58.01897342002,2198596408833031936,1.5486,4.376,4.059,-1.635,12.122095,0.002759,12.530435,0.002859,11.539963,0.003792,11.311211,0.073689,0.990472,0.40834,0.582132,,7733.6,642.8967,2.1478,15.238962,1.828,0.925,0.5440362,A      
498833,13160,168.12440655741,32.345800916,757878697713285248,4.5628,54.714,-47.685,-26.829,15.284987,0.002819,16.555183,0.004712,14.163585,0.004346,13.545235,0.100115,2.391599,1.270197,1.121402,,3567.3,236.5594,0.8112,0.07717474,0.599,11.029,0.33972242,M      
199986,14313,61.9656636859,15.34903906596,45154850905051776,1.5636,7.256,4.808,-5.434,14.530718,0.002771,15.082221,0.003251,13.818363,0.003976,13.452253,0.082357,1.263858,0.551503,0.712355,,5936.2,590.6486,0.954,1.1364655,1.081,1.096,0.519039,F      
537114,51441,301.04563547673,65.59207193211,2247939570097576704,5.1537,71.666,21.38,68.403,15.44137,0.002776,16.559319,0.004543,14.383291,0.003973,13.753037,0.061433,2.176027,1.117949,1.058079,,3751.3,196.6597,0.5338,0.049042128,0.537,12.684,0.6381126,M      
506973,21300,211.69007242055,50.47742614072,1511436172995909760,5.867,19.164,16.527,9.701,15.158963,0.00278,16.237267,0.003845,14.129283,0.003899,13.575462,0.097438,2.107984,1.078303,1.02968,,3804.0,171.333,0.5022,0.046475865,0.542,0.266,0.6613911,M      
113540,13540,70.60894361916,41.76069558416,203596744213664128,0.3573,0.951,-0.156,-0.938,14.069739,0.002783,14.374495,0.003219,13.58586,0.003878,,,0.788634,0.304755,0.483879,,12922.9,2475.5312,2.2462,136.0821,3.353,,0.7687191,B      
195646,9973,42.66967680957,17.00004452401,35271237803057536,1.3459,10.584,10.088,-3.201,12.795577,0.002773,13.118214,0.002914,12.300616,0.003813,12.1186,0.027877,0.817597,0.322637,0.494961,,6228.4,717.3731,1.6874,3.608248,1.173,5.609,0.31464675,F      
52691,52691,292.36852474635,22.2228975088,2019307500211369600,0.549,4.67,-1.2,-4.513,14.928219,0.002766,15.66291,0.003142,14.0811,0.003832,13.601785,0.078548,1.58181,0.734691,0.847119,,8368.5,2314.1592,3.3994,30.701311,2.151,0.647,0.49195445,A      
100786,786,74.7444096796,33.3125208661,160903704137214464,0.375,3.425,0.556,-3.38,15.269164,0.002772,15.671314,0.003566,14.672242,0.004034,,,0.999072,0.40215,0.596922,,10212.1,2673.0183,1.9013,28.851683,2.285,,0.6696252,B      
591919,6246,270.70487370254,-25.66030399032,4064190358140755328,0.3317,4.405,-1.916,-3.967,14.245138,0.005251,15.945901,0.006091,12.896,0.003968,12.271709,0.025135,3.049901,1.700763,1.349138,,15004.4,1265.7247,7.1299,2267.3618,5.969,,0.52848953,O      
